UDI,Product Name,Type of Analysis,Instrument ID,Room Air temperature [K],Instrument temperature [K],Instrument Usage_hours,Runs_since_PM,Component_age_days,Days_since_last_PM,PM_overdue_flag,Room_temp_stability_issue,Power_fluctuation_flag,Minor_alarm_counts,Past_incidents_count,Date of Observation
969,Atorvastatin,UV Spec,IR-3,295.9,306.7,1918,264,223,22,0,0,0,2,1,20-01-2026
970,Atorvastatin,Assay,HPLC-6,295.9,306.6,204,107,623,124,0,0,0,1,3,22-12-2025
971,Clopidogrel,Dissolution,Disso-1,295.8,306.5,982,445,38,105,0,0,0,6,5,15-02-2026
972,Diclofenac,UV Spec,HPLC-6,295.9,306.6,85,369,623,133,0,0,0,10,3,17-03-2026
973,Diclofenac,Assay,IR-1,295.8,306.6,434,303,635,45,0,0,0,10,5,26-01-2026
974,Clopidogrel,Assay,UV Spec-7,295.9,306.6,1339,180,430,72,0,0,0,0,0,22-12-2025
975,Diclofenac,Relative Substance,UV Spec-4,296,306.6,1515,40,592,122,0,0,1,5,4,28-02-2026
976,Ibuprofen,Relative Substance,UV Spec-11,296,306.6,1522,34,667,60,1,0,0,1,4,20-01-2026
977,Atorvastatin,Dissolution,IR-1,296,306.6,1202,413,43,43,0,0,0,2,5,02-01-2026
978,Ibuprofen,Relative Substance,Disso-4,296,306.7,1573,196,195,145,0,0,0,2,1,11-03-2026
979,Atorvastatin,Assay,HPLC-2,296.2,306.8,454,402,217,73,0,0,0,5,4,12-01-2026
980,Clopidogrel,Dissolution,HPLC-5,296.2,306.8,1824,110,759,162,1,0,0,8,1,18-02-2026
981,Ibuprofen,Dissolution,UV Spec-1,296.1,306.7,803,462,864,91,0,0,0,10,5,05-03-2026
982,Atorvastatin,UV Spec,Disso-5,296.2,306.8,1979,324,606,165,0,0,0,6,2,14-01-2026
983,Clopidogrel,Relative Substance,Disso-6,296.2,306.9,1383,293,731,49,0,1,0,0,4,30-12-2025
984,Atorvastatin,Relative Substance,IR-1,296.2,306.9,624,219,831,54,0,0,0,7,3,19-02-2026
985,Diazepam,Relative Substance,UV Spec-10,296.3,307.1,1139,197,890,102,0,0,0,7,0,18-02-2026
986,Clopidogrel,Dissolution,HPLC-2,296.4,307.2,1549,115,254,49,0,0,0,9,5,23-02-2026
987,Clopidogrel,Dissolution,Disso-4,296.4,307.1,648,134,810,84,0,0,0,5,4,26-02-2026
988,Clopidogrel,Dissolution,IR-1,296.3,307.1,1742,125,113,155,0,0,0,3,4,18-01-2026
989,Atorvastatin,Dissolution,IR-2,296.3,307.1,1269,226,711,1,0,0,0,2,5,20-02-2026
990,Atorvastatin,UV Spec,IR-3,296.2,307,209,250,185,57,1,0,0,9,0,24-12-2025
991,Diazepam,Dissolution,HPLC-6,296.2,307,1671,203,869,35,0,0,0,10,5,11-03-2026
992,Ibuprofen,Relative Substance,IR-2,296.1,307,1366,219,648,12,0,1,0,10,3,25-01-2026
993,Diclofenac,UV Spec,HPLC-1,296.1,307.1,1572,271,421,42,0,0,0,1,3,24-02-2026
994,Ibuprofen,Assay,Disso-6,296.1,307.1,343,208,702,49,0,0,0,5,0,11-03-2026
995,Ibuprofen,Assay,UV Spec-10,296.2,307.2,1934,489,178,120,1,0,0,10,2,11-02-2026
996,Ibuprofen,Assay,UV Spec-1,296.3,307.3,755,224,814,71,1,0,0,0,1,13-03-2026
997,Diclofenac,Assay,UV Spec-3,296.3,307.2,1906,66,883,33,1,0,0,5,5,11-02-2026
998,Atorvastatin,UV Spec,UV Spec-9,296.3,307.2,1384,52,294,124,0,0,0,9,1,31-12-2025
999,Atorvastatin,Assay,IR-2,296.4,307.2,540,348,706,91,0,0,0,0,2,01-02-2026
1000,Atorvastatin,Assay,HPLC-5,296.3,307.1,561,474,225,132,1,0,0,3,3,10-02-2026
1001,Diclofenac,Dissolution,Disso-1,296.3,307.1,624,381,775,135,0,0,0,1,0,11-01-2026
1002,Atorvastatin,Relative Substance,HPLC-6,296.3,307.1,1446,121,570,118,0,0,0,0,0,15-02-2026
1003,Ibuprofen,Relative Substance,IR-3,296.3,307.2,534,155,666,138,0,0,0,9,3,15-01-2026
1004,Ibuprofen,Relative Substance,IR-2,296.2,307.1,219,431,361,28,0,0,0,7,0,22-12-2025
1005,Atorvastatin,Assay,UV Spec-10,296.3,307.2,1724,188,605,158,0,1,0,8,4,24-02-2026
1006,Ibuprofen,UV Spec,IR-3,296.2,307.2,339,387,11,65,1,0,0,1,5,08-01-2026
1007,Atorvastatin,Dissolution,IR-1,296.2,307.1,983,278,253,5,1,0,0,9,3,13-01-2026
1008,Diclofenac,Assay,IR-1,296.2,307.2,530,35,791,137,1,0,0,6,0,26-12-2025
1009,Clopidogrel,UV Spec,IR-2,296.2,307.1,1800,449,582,36,0,0,0,1,3,30-12-2025
1010,Clopidogrel,Dissolution,HPLC-3,296.2,307.2,1821,38,714,8,0,0,0,8,2,24-02-2026
1011,Diazepam,Relative Substance,IR-2,296.2,307.2,1572,452,205,24,1,0,1,4,1,17-03-2026
1012,Diclofenac,Relative Substance,IR-2,296.2,307.3,59,370,175,179,0,1,0,10,5,12-03-2026
1013,Ibuprofen,Assay,HPLC-6,296.1,307.1,1478,411,133,29,1,0,0,7,1,19-01-2026
1014,Ibuprofen,Assay,UV Spec-3,296.1,307.2,425,135,48,124,0,0,0,4,4,27-12-2025
1015,Clopidogrel,Relative Substance,Disso-5,296.2,307.2,1435,274,649,132,0,0,0,6,4,29-01-2026
1016,Diazepam,Assay,UV Spec-2,296.2,307.2,1803,183,185,89,0,0,0,3,1,07-01-2026
1017,Clopidogrel,Assay,IR-2,296.3,307.2,1452,168,880,100,1,0,0,1,1,04-03-2026
1018,Diclofenac,Relative Substance,UV Spec-4,296.3,307.2,540,209,703,93,0,1,0,0,3,07-03-2026
1019,Diclofenac,Relative Substance,Disso-5,296.3,307.2,348,265,617,132,0,0,0,5,0,04-02-2026
1020,Ibuprofen,Relative Substance,HPLC-1,296.3,307.3,81,325,722,151,0,0,0,4,5,13-02-2026
1021,Clopidogrel,Relative Substance,HPLC-1,296.3,307.3,1907,244,108,133,0,1,0,6,4,17-02-2026
1022,Diclofenac,Assay,UV Spec-4,296.3,307.2,1644,224,679,77,0,0,0,10,0,07-03-2026
1023,Clopidogrel,UV Spec,HPLC-1,296.2,307.2,1522,62,812,169,0,0,0,9,2,11-03-2026
1024,Diclofenac,Assay,UV Spec-7,296.2,307.3,178,454,414,17,1,0,0,7,2,12-01-2026
1025,Atorvastatin,Assay,Disso-1,296.2,307.3,92,218,575,163,0,0,0,3,4,01-03-2026
1026,Atorvastatin,Assay,Disso-3,296.2,307.3,1917,141,24,88,0,0,0,5,5,19-02-2026
1027,Ibuprofen,Dissolution,UV Spec-6,296.4,307.4,1683,415,493,71,0,0,0,6,0,09-03-2026
1028,Clopidogrel,UV Spec,IR-1,296.3,307.4,1294,273,586,53,0,0,0,9,3,14-02-2026
1029,Atorvastatin,Relative Substance,Disso-4,296.3,307.4,1514,238,71,72,0,0,0,2,0,24-12-2025
1030,Atorvastatin,UV Spec,IR-3,296.2,307.3,125,409,290,11,0,1,0,2,2,30-12-2025
1031,Atorvastatin,Assay,HPLC-6,296.3,307.4,1625,477,345,77,0,0,0,3,3,23-01-2026
1032,Ibuprofen,Relative Substance,UV Spec-7,296.4,307.5,1005,87,334,110,0,0,0,4,5,10-03-2026
1033,Diclofenac,UV Spec,IR-2,296.3,307.4,427,65,388,25,0,0,0,9,4,12-03-2026
1034,Clopidogrel,Dissolution,UV Spec-1,296.4,307.5,1716,251,749,30,0,0,0,7,3,22-12-2025
1035,Diclofenac,Dissolution,IR-1,296.3,307.4,1565,69,870,146,0,0,0,10,0,14-02-2026
1036,Atorvastatin,Dissolution,HPLC-5,296.4,307.4,261,478,229,25,0,1,0,3,5,10-03-2026
1037,Ibuprofen,Assay,UV Spec-2,296.4,307.5,1740,88,707,173,0,0,1,4,5,18-03-2026
1038,Diazepam,Assay,Disso-5,296.4,307.5,441,292,620,144,0,0,0,9,0,11-01-2026
1039,Diclofenac,Dissolution,IR-3,296.6,307.6,1455,107,317,170,0,0,0,3,2,22-01-2026
1040,Clopidogrel,UV Spec,HPLC-2,296.7,307.7,1521,254,592,110,1,0,0,9,0,06-01-2026
1041,Atorvastatin,Assay,IR-2,296.7,307.7,381,23,125,92,0,0,0,4,1,14-01-2026
1042,Atorvastatin,UV Spec,UV Spec-3,296.6,307.6,187,415,660,110,0,0,0,8,5,07-02-2026
1043,Diazepam,Dissolution,HPLC-7,296.6,307.6,925,486,468,81,0,0,0,5,0,04-02-2026
1044,Ibuprofen,UV Spec,Disso-5,296.5,307.6,104,76,117,65,0,0,0,6,0,29-01-2026
1045,Clopidogrel,Assay,IR-1,296.5,307.6,1853,370,751,43,0,0,0,8,0,11-01-2026
1046,Diazepam,Dissolution,HPLC-3,296.4,307.5,999,257,521,51,0,0,0,4,3,23-01-2026
1047,Ibuprofen,Assay,IR-3,296.4,307.5,1963,232,838,46,0,0,0,5,3,30-01-2026
1048,Atorvastatin,Relative Substance,Disso-1,296.6,307.7,1273,323,299,17,0,0,0,2,1,11-03-2026
1049,Clopidogrel,Relative Substance,IR-2,296.5,307.6,1219,389,518,38,1,0,0,2,5,27-01-2026
1050,Clopidogrel,Relative Substance,UV Spec-3,296.5,307.6,606,380,638,18,0,0,0,7,4,22-01-2026
1051,Atorvastatin,Assay,Disso-4,296.6,307.6,1225,72,585,128,0,0,0,5,3,08-01-2026
1052,Diclofenac,UV Spec,Disso-6,296.6,307.7,1087,426,105,63,0,0,0,4,2,22-01-2026
1053,Ibuprofen,Dissolution,UV Spec-11,296.7,307.7,1251,102,854,88,0,0,0,4,4,01-01-2026
1054,Clopidogrel,Dissolution,IR-1,296.7,307.7,1248,131,696,140,0,1,0,9,5,22-02-2026
1055,Clopidogrel,Relative Substance,UV Spec-8,296.8,307.8,891,267,108,52,0,0,0,9,4,23-12-2025
1056,Diazepam,Assay,IR-1,296.8,307.8,786,265,524,80,0,0,0,0,2,28-01-2026
1057,Clopidogrel,Relative Substance,IR-1,296.8,307.8,406,176,74,87,0,1,0,8,3,18-02-2026
1058,Ibuprofen,Relative Substance,IR-3,296.8,307.8,245,363,322,162,0,0,0,3,1,08-01-2026
1059,Atorvastatin,Relative Substance,Disso-3,296.7,307.8,1300,63,543,43,0,0,1,6,3,02-02-2026
1060,Clopidogrel,UV Spec,HPLC-6,296.7,307.9,1175,470,654,112,0,0,0,0,3,22-02-2026
1061,Diclofenac,Dissolution,IR-1,296.7,307.9,1529,267,644,146,1,0,0,6,1,07-02-2026
1062,Diclofenac,Assay,IR-3,296.7,307.9,1142,452,346,179,0,0,0,4,4,08-03-2026
1063,Diazepam,Assay,HPLC-5,296.8,307.9,609,491,52,170,0,0,0,4,3,06-03-2026
1064,Clopidogrel,Assay,UV Spec-6,296.8,307.8,1290,1,287,126,0,0,0,1,5,18-03-2026
1065,Atorvastatin,Dissolution,UV Spec-9,296.8,307.9,1898,34,860,58,0,0,0,7,2,25-12-2025
1066,Diazepam,Dissolution,IR-3,296.8,307.9,284,320,88,164,0,0,0,10,4,20-02-2026
1067,Atorvastatin,Dissolution,UV Spec-6,296.9,307.8,1378,227,42,138,0,0,1,8,3,05-01-2026
1068,Diazepam,Dissolution,UV Spec-3,296.9,307.8,867,62,230,104,0,0,0,10,0,08-03-2026
1069,Diclofenac,Relative Substance,IR-1,296.8,307.8,211,240,61,13,0,0,0,2,4,15-03-2026
1070,Ibuprofen,UV Spec,UV Spec-5,296.9,307.8,1048,261,390,67,0,0,0,7,3,21-03-2026
1071,Clopidogrel,Relative Substance,Disso-7,296.9,307.8,66,5,134,149,0,0,0,9,1,04-01-2026
1072,Diclofenac,Relative Substance,HPLC-2,296.9,307.8,596,3,393,134,1,0,0,9,1,07-03-2026
1073,Ibuprofen,Assay,Disso-5,297,307.9,1275,489,463,134,1,0,0,10,4,03-01-2026
1074,Ibuprofen,Assay,HPLC-4,297,307.8,1994,353,702,35,0,0,0,6,1,30-12-2025
1075,Atorvastatin,Assay,Disso-4,297,307.9,968,280,269,43,1,0,0,8,2,02-01-2026
1076,Ibuprofen,Relative Substance,Disso-6,296.9,307.8,1155,136,207,105,0,0,0,10,5,04-03-2026
1077,Diazepam,Relative Substance,UV Spec-2,296.9,307.7,1980,436,765,2,0,0,0,4,1,21-03-2026
1078,Clopidogrel,Relative Substance,IR-2,296.8,307.6,1935,338,787,124,1,0,0,4,5,03-03-2026
1079,Diazepam,UV Spec,HPLC-3,296.9,307.7,1921,37,760,14,0,0,0,0,3,12-03-2026
1080,Ibuprofen,Relative Substance,UV Spec-8,297,307.7,1485,431,640,79,0,0,0,6,3,02-03-2026
1081,Diclofenac,Relative Substance,IR-1,297,307.8,113,332,830,5,1,1,0,1,0,01-02-2026
1082,Diclofenac,Dissolution,UV Spec-9,297,307.8,1496,203,328,140,1,0,0,0,2,11-01-2026
1083,Diclofenac,Assay,IR-1,297.1,307.9,455,176,545,40,0,0,0,9,3,09-01-2026
1084,Atorvastatin,Relative Substance,IR-1,297,307.8,978,454,368,120,1,0,0,8,2,21-02-2026
1085,Diclofenac,Relative Substance,HPLC-3,297,307.7,1500,451,638,81,0,0,0,6,1,31-12-2025
1086,Clopidogrel,Assay,Disso-6,297,307.8,496,323,370,125,0,0,0,10,5,25-02-2026
1087,Atorvastatin,Dissolution,HPLC-4,297,307.9,891,480,370,124,0,0,0,3,0,10-01-2026
1088,Ibuprofen,Dissolution,HPLC-4,296.9,307.8,433,73,798,162,0,0,0,1,1,22-02-2026
1089,Clopidogrel,Relative Substance,HPLC-6,296.9,307.8,775,380,774,24,0,1,0,9,4,29-01-2026
1090,Ibuprofen,Assay,UV Spec-2,296.9,307.7,261,227,703,124,0,0,0,7,4,11-01-2026
1091,Ibuprofen,UV Spec,Disso-3,296.9,307.7,1681,301,497,57,0,0,0,6,5,08-03-2026
1092,Clopidogrel,Assay,HPLC-3,297,307.7,1318,449,667,56,0,0,0,7,1,18-02-2026
1093,Diazepam,Assay,HPLC-6,296.9,307.6,1322,280,597,174,0,0,0,0,4,26-02-2026
1094,Atorvastatin,Relative Substance,UV Spec-2,296.8,307.5,1295,391,488,145,0,0,0,10,5,07-03-2026
1095,Diazepam,Assay,HPLC-7,296.9,307.5,1553,60,386,159,1,0,0,9,3,02-02-2026
1096,Atorvastatin,Relative Substance,HPLC-4,296.9,307.5,855,389,826,44,0,0,0,4,4,13-02-2026
1097,Clopidogrel,Assay,IR-2,297,307.6,206,365,352,46,0,0,0,5,1,17-01-2026
1098,Diclofenac,Assay,UV Spec-4,296.9,307.5,1352,182,132,48,1,0,0,1,0,16-02-2026
1099,Atorvastatin,Dissolution,UV Spec-2,296.9,307.4,630,175,612,15,0,0,0,2,2,27-12-2025
1100,Clopidogrel,UV Spec,Disso-2,296.8,307.4,401,489,331,77,0,0,0,7,2,30-12-2025
1101,Diazepam,Assay,Disso-4,296.8,307.5,480,267,894,40,0,1,0,6,1,30-01-2026
1102,Diazepam,UV Spec,UV Spec-10,296.7,307.5,1215,370,347,92,0,0,0,10,3,26-12-2025
1103,Atorvastatin,Assay,UV Spec-2,296.8,307.5,1483,111,508,79,0,0,0,5,1,01-03-2026
1104,Clopidogrel,UV Spec,IR-3,296.7,307.4,1232,185,175,167,0,0,0,4,5,12-03-2026
1105,Diazepam,Relative Substance,UV Spec-5,296.6,307.4,1824,62,802,120,1,0,1,2,4,12-03-2026
1106,Ibuprofen,UV Spec,UV Spec-5,296.6,307.5,1615,462,36,57,0,0,0,2,1,25-12-2025
1107,Atorvastatin,Relative Substance,IR-1,296.7,307.6,1273,221,36,17,0,0,0,9,4,28-12-2025
1108,Diazepam,UV Spec,Disso-5,296.7,307.5,1923,231,505,96,0,0,0,7,3,13-03-2026
1109,Atorvastatin,Assay,UV Spec-6,296.6,307.4,766,428,386,47,0,0,0,7,5,09-02-2026
1110,Ibuprofen,Dissolution,UV Spec-2,296.6,307.5,1200,406,408,69,0,0,0,5,4,08-02-2026
1111,Diclofenac,Dissolution,UV Spec-10,296.5,307.4,1794,358,761,133,1,0,0,10,4,10-03-2026
1112,Diclofenac,UV Spec,IR-3,296.5,307.4,1172,193,624,94,0,1,0,5,2,19-03-2026
1113,Clopidogrel,Relative Substance,HPLC-7,296.5,307.4,1133,400,291,85,1,0,0,9,1,17-02-2026
1114,Atorvastatin,Dissolution,Disso-6,296.6,307.4,1937,2,151,35,0,0,0,8,1,06-01-2026
1115,Diclofenac,Dissolution,UV Spec-1,296.4,307.3,1452,271,319,20,1,0,0,5,0,29-01-2026
1116,Atorvastatin,Assay,IR-2,296.4,307.3,807,332,29,35,0,0,0,5,2,01-02-2026
1117,Clopidogrel,Assay,UV Spec-6,296.4,307.3,581,428,164,35,0,0,0,4,5,30-12-2025
1118,Clopidogrel,Assay,UV Spec-5,296.5,307.4,801,32,677,152,1,1,0,10,4,12-02-2026
1119,Diclofenac,UV Spec,HPLC-2,296.5,307.5,1844,415,823,153,1,0,0,3,3,12-02-2026
1120,Atorvastatin,Dissolution,HPLC-7,296.5,307.5,185,234,391,170,0,1,0,4,3,26-01-2026
1121,Diclofenac,Assay,IR-1,296.6,307.7,713,346,859,128,0,0,0,7,4,11-01-2026
1122,Ibuprofen,Relative Substance,HPLC-6,296.6,307.6,954,402,487,84,1,0,0,9,0,18-02-2026
1123,Diazepam,Dissolution,HPLC-5,296.5,307.6,343,392,73,10,0,0,0,6,0,27-01-2026
1124,Ibuprofen,Assay,IR-2,296.6,307.7,143,42,158,44,0,1,0,8,1,14-03-2026
1125,Ibuprofen,UV Spec,UV Spec-4,296.7,307.8,1737,423,174,129,1,0,0,7,4,19-03-2026
1126,Clopidogrel,Assay,Disso-3,296.7,307.8,387,265,340,97,0,0,0,8,1,12-02-2026
1127,Clopidogrel,Assay,IR-1,296.8,307.9,394,136,566,145,0,0,0,6,0,02-01-2026
1128,Clopidogrel,Relative Substance,IR-2,296.7,307.8,791,272,53,137,0,0,0,0,5,08-03-2026
1129,Ibuprofen,Relative Substance,HPLC-1,296.8,307.9,468,293,728,130,0,0,0,8,4,22-01-2026
1130,Atorvastatin,Assay,HPLC-3,296.7,307.9,642,316,364,140,0,0,0,10,4,28-01-2026
1131,Ibuprofen,Assay,HPLC-6,296.8,307.9,532,72,277,9,0,0,0,2,4,10-01-2026
1132,Atorvastatin,UV Spec,IR-3,296.8,307.9,1089,384,675,158,1,0,0,10,5,08-02-2026
1133,Atorvastatin,UV Spec,IR-2,296.8,307.9,240,179,772,26,0,0,0,10,4,11-02-2026
1134,Clopidogrel,UV Spec,HPLC-3,296.8,307.9,1183,321,306,117,0,0,0,1,2,25-12-2025
1135,Clopidogrel,Relative Substance,IR-1,296.9,307.8,1362,48,750,162,1,0,0,8,3,17-03-2026
1136,Ibuprofen,UV Spec,Disso-3,296.9,307.9,84,275,812,85,0,0,0,4,3,05-02-2026
1137,Diazepam,Relative Substance,Disso-2,296.9,307.8,1851,95,153,60,0,0,0,8,2,21-01-2026
1138,Diclofenac,Relative Substance,Disso-6,296.9,307.8,1436,174,173,78,1,0,0,4,2,05-01-2026
1139,Atorvastatin,Dissolution,Disso-3,296.9,307.9,385,122,319,31,0,1,0,10,3,26-12-2025
1140,Atorvastatin,Assay,IR-1,297,307.9,1887,9,491,49,0,0,0,8,5,17-03-2026
1141,Diazepam,Assay,IR-2,296.9,307.9,1630,165,280,74,0,0,0,6,4,02-03-2026
1142,Atorvastatin,UV Spec,UV Spec-6,297,307.9,1031,301,159,91,0,0,0,10,2,01-01-2026
1143,Atorvastatin,UV Spec,Disso-1,296.9,307.9,1269,44,888,42,0,0,0,5,0,20-03-2026
1144,Diclofenac,Relative Substance,IR-1,297,307.9,1654,232,533,106,0,0,0,1,5,13-02-2026
1145,Clopidogrel,Relative Substance,IR-2,297,307.9,1039,115,835,123,0,0,0,4,3,12-02-2026
1146,Diazepam,Relative Substance,HPLC-2,297,307.8,1420,399,39,12,1,0,0,2,2,26-02-2026
1147,Diclofenac,Relative Substance,UV Spec-1,297,307.9,647,372,811,19,0,0,0,7,1,26-12-2025
1148,Diazepam,Dissolution,HPLC-5,297.1,308,1925,350,270,40,0,0,0,6,0,26-02-2026
1149,Clopidogrel,Relative Substance,Disso-6,297.1,308,277,144,839,152,0,1,0,6,1,07-02-2026
1150,Diazepam,Dissolution,Disso-5,297.2,308.1,1989,6,15,75,0,0,0,4,2,24-12-2025
1151,Diclofenac,Dissolution,IR-2,297.1,307.9,104,198,320,1,0,0,0,2,5,11-01-2026
1152,Diclofenac,Dissolution,HPLC-6,297,307.9,1614,416,559,98,0,0,0,2,2,05-02-2026
1153,Atorvastatin,UV Spec,IR-2,297.1,307.9,776,341,545,54,0,0,0,1,5,05-03-2026
1154,Ibuprofen,Assay,Disso-1,297,307.9,1124,170,122,49,0,0,0,3,0,12-03-2026
1155,Diclofenac,Assay,Disso-1,296.9,307.9,1151,306,65,155,0,0,0,3,0,07-02-2026
1156,Diclofenac,UV Spec,IR-2,297,307.9,114,210,613,152,0,0,0,7,4,03-01-2026
1157,Diazepam,Dissolution,IR-3,297,307.8,1447,367,565,152,1,0,0,2,2,01-02-2026
1158,Diclofenac,Dissolution,Disso-4,297,307.8,1733,187,559,75,0,0,1,9,2,23-01-2026
1159,Diazepam,Dissolution,UV Spec-9,297,307.9,1225,431,732,16,0,0,0,1,1,07-02-2026
1160,Ibuprofen,Assay,IR-1,297,307.8,1567,260,317,113,0,1,0,4,2,03-02-2026
1161,Ibuprofen,Relative Substance,IR-3,297,307.7,963,11,271,20,0,0,0,2,2,19-03-2026
1162,Diclofenac,Relative Substance,Disso-3,297,307.8,349,278,29,176,0,0,0,10,5,26-01-2026
1163,Atorvastatin,UV Spec,HPLC-6,296.9,307.8,1353,184,446,51,0,0,0,1,0,29-01-2026
1164,Atorvastatin,Relative Substance,IR-2,296.9,307.9,647,394,723,79,0,0,0,3,3,19-01-2026
1165,Diclofenac,Dissolution,HPLC-1,297.1,308.1,1132,160,81,133,0,0,0,4,3,20-01-2026
1166,Diclofenac,Dissolution,IR-2,297.1,308.1,1288,491,600,6,1,0,0,3,5,10-02-2026
1167,Diclofenac,Dissolution,UV Spec-9,297.1,308.1,1338,328,783,70,0,0,0,10,5,22-02-2026
1168,Ibuprofen,UV Spec,IR-2,297,308.1,237,446,867,115,1,0,0,10,2,04-01-2026
1169,Diazepam,Assay,UV Spec-4,297.1,308.1,1155,250,716,157,0,1,0,6,3,05-03-2026
1170,Clopidogrel,UV Spec,UV Spec-10,297,308.1,1789,61,516,143,0,1,0,7,4,04-03-2026
1171,Diazepam,Dissolution,UV Spec-6,297.1,308.1,1603,422,808,65,0,0,0,8,3,23-12-2025
1172,Diazepam,Dissolution,HPLC-2,297,308.1,502,238,703,114,0,0,0,10,5,19-03-2026
1173,Clopidogrel,Assay,UV Spec-3,297.1,308.1,134,342,101,135,1,1,0,2,3,21-03-2026
1174,Diclofenac,Dissolution,UV Spec-11,297.1,308,1683,230,657,59,0,0,0,2,0,10-01-2026
1175,Atorvastatin,Assay,UV Spec-10,297.1,308.1,1776,36,255,92,0,0,0,9,1,27-02-2026
1176,Ibuprofen,UV Spec,UV Spec-1,297.2,308.3,66,482,300,78,0,0,0,7,2,08-02-2026
1177,Atorvastatin,Assay,Disso-5,297.2,308.3,1885,16,611,69,1,0,0,1,3,05-02-2026
1178,Ibuprofen,Relative Substance,HPLC-2,297.2,308.3,1939,336,47,115,1,0,0,9,2,22-12-2025
1179,Diclofenac,Dissolution,HPLC-3,297.3,308.5,1668,308,517,96,1,0,0,3,4,22-12-2025
1180,Clopidogrel,Dissolution,IR-3,297.3,308.4,501,98,492,38,0,0,0,9,5,02-01-2026
1181,Clopidogrel,Dissolution,IR-1,297.3,308.4,1396,409,466,153,0,0,0,9,2,28-01-2026
1182,Diazepam,Dissolution,HPLC-2,297.2,308.3,1284,175,306,119,0,0,0,1,4,16-01-2026
1183,Clopidogrel,Dissolution,IR-3,297.3,308.3,1690,279,854,154,0,0,0,6,4,03-01-2026
1184,Atorvastatin,UV Spec,HPLC-2,297.3,308.4,1968,91,321,63,0,0,0,2,1,27-02-2026
1185,Diclofenac,UV Spec,IR-1,297.3,308.5,1947,433,223,132,0,0,0,9,1,08-03-2026
1186,Diclofenac,Assay,Disso-5,297.3,308.4,1979,455,822,122,0,0,0,4,1,28-01-2026
1187,Diclofenac,Assay,HPLC-6,297.3,308.4,589,465,761,160,0,0,0,0,0,31-01-2026
1188,Ibuprofen,Relative Substance,Disso-3,297.4,308.6,1038,493,617,164,0,0,0,4,2,22-12-2025
1189,Diclofenac,UV Spec,Disso-7,297.3,308.4,957,342,144,49,1,0,1,3,2,21-02-2026
1190,Atorvastatin,Relative Substance,IR-1,297.2,308.3,491,406,361,41,0,0,0,4,5,27-02-2026
1191,Ibuprofen,Dissolution,IR-2,297.2,308.4,262,70,143,98,0,0,0,5,2,28-02-2026
1192,Clopidogrel,Assay,UV Spec-5,297.2,308.3,713,347,851,73,0,0,0,3,3,22-02-2026
1193,Diazepam,Relative Substance,UV Spec-1,297.2,308.3,1331,76,656,150,1,0,0,9,4,25-12-2025
1194,Ibuprofen,Dissolution,Disso-3,297.1,308.2,1695,304,520,106,0,0,0,6,2,06-02-2026
1195,Ibuprofen,Relative Substance,Disso-3,297,308.1,1848,92,429,35,1,0,0,8,1,06-01-2026
1196,Atorvastatin,Assay,IR-1,297,308,650,28,10,171,0,0,0,6,4,24-12-2025
1197,Atorvastatin,Assay,IR-3,297,307.9,459,228,385,136,0,0,0,3,1,27-01-2026
1198,Atorvastatin,Assay,UV Spec-6,296.9,307.9,1772,253,222,139,0,1,0,9,4,07-02-2026
1199,Diclofenac,UV Spec,HPLC-7,296.9,307.9,1978,334,281,39,1,0,0,9,0,28-01-2026
1200,Ibuprofen,Relative Substance,HPLC-1,296.9,307.9,87,489,89,73,1,0,0,10,0,25-12-2025
1201,Atorvastatin,Dissolution,IR-2,296.9,308,1487,351,205,90,0,0,0,10,4,25-12-2025
1202,Diclofenac,UV Spec,HPLC-2,296.9,308,1938,80,321,124,0,0,0,9,1,29-12-2025
1203,Diazepam,Assay,HPLC-5,297,308.1,622,356,829,131,0,0,0,6,5,23-12-2025
1204,Atorvastatin,Relative Substance,IR-2,297,308.1,943,24,811,72,0,0,0,0,3,10-02-2026
1205,Ibuprofen,Assay,HPLC-2,296.9,308,1692,214,321,23,0,0,0,6,1,22-02-2026
1206,Atorvastatin,Dissolution,Disso-2,296.8,308,1228,453,421,59,0,0,0,10,1,08-01-2026
1207,Diazepam,Assay,HPLC-1,296.9,308,147,398,374,68,0,0,0,4,2,03-01-2026
1208,Clopidogrel,UV Spec,Disso-3,297,308.1,368,123,369,16,0,0,0,10,1,05-02-2026
1209,Ibuprofen,UV Spec,Disso-6,297,308.1,1454,413,162,84,0,0,0,7,4,31-12-2025
1210,Diazepam,Dissolution,IR-1,297,308.1,815,127,452,110,0,0,0,9,2,11-02-2026
1211,Ibuprofen,Relative Substance,UV Spec-8,297,308.1,1676,212,879,116,0,0,0,4,4,11-01-2026
1212,Clopidogrel,Assay,Disso-2,296.9,308,540,448,540,74,0,1,0,3,2,29-01-2026
1213,Diazepam,UV Spec,UV Spec-7,296.9,307.9,1155,203,313,28,0,0,0,7,2,18-01-2026
1214,Diazepam,Assay,Disso-7,296.8,307.8,1989,72,237,4,1,1,1,8,4,15-01-2026
1215,Diclofenac,Relative Substance,IR-3,296.8,307.8,750,286,16,16,0,0,0,1,1,15-03-2026
1216,Diazepam,UV Spec,UV Spec-2,296.8,307.9,1893,255,175,4,0,0,0,8,3,01-03-2026
1217,Diazepam,UV Spec,UV Spec-2,296.9,308,1926,169,133,54,0,0,1,2,2,08-01-2026
